GO-ID,Description (Mol_Function),p-val,corrected,cluster freq,total freq,genes
45184,,1.81E-74,7.67E-71,201/902 22.2%,767/14306 5.3%,Q16623 P18085 Q9NRW1 Q9UPN3 Q9NRW7 O75382 P61020 Q7L804 Q9UMY4 Q9UK41 P49810 P61026 Q8WUM4 P49815 P27348 Q96QK1 P25963 Q92974 P55957 Q8IWJ2 O00161 P42858 Q9H270 Q7Z6B0 O15400 Q9BUN8 P50395 P56377 O95219 Q8WVM8 P32121 Q9H269 Q96P71 Q12846 Q9H267 P51809 Q8IUD2 P62491 O60784 Q9BRG1 P63104 P61966 P53675 P61619 P26374 P31946 Q9BY43 O75351 Q86VN1 P55735 P31150 Q9H9C1 P60520 Q16543 Q03519 P41743 P62820 Q96FZ7 O95235 O43752 P28482 Q10567 P13667 Q4G0F5 O60645 Q9UEU0 O60763 O00471 Q9Y2T2 P27824 P61106 Q9UL26 Q9UL25 O95249 P53618 Q9UM54 P46459 Q86Y82 Q8WXE9 Q86VS8 O60749 P62330 Q9UNH7 Q6VY07 Q9UBQ0 Q9H9H4 Q15363 P61006 Q9UK23 Q9BY84 P51572 O94973 Q8NEZ2 P31749 P14625 O75674 O43747 Q13191 Q9BXF6 Q13190 Q96ED9 Q99816 O14653 O94979 Q92624 Q96L92 Q9UPV9 Q13636 P04637 Q7Z3U7 Q9H444 O95271 Q99767 Q99523 O14828 O96018 Q8N612 Q6WKZ4 Q7Z3T8 O95166 P46934 Q9HD26 P12270 O15126 Q96CW1 P49407 Q15036 P60468 Q15276 P49768 Q9Y5W8 Q9UN37 P52294 O75886 O00560 P29590 P30101 Q96CV9 Q00535 Q9NZQ3 Q9Y5X1 Q15286 P61204 Q9Y5X3 P49754 Q7Z3C6 P01137 O14964 Q99747 P42566 Q9NSC5 O15155 Q6UWE0 P12004 P54920 O43707 O14617 Q96T51 Q92783 Q9UBN7 Q9H9S3 P53680 Q9P253 P41182 O00189 P51148 Q86YS3 P51149 O14908 Q96AX1 P55072 P05412 O95405 Q9NP78 Q15629 Q9NP79 P51159 Q00987 O60499 P63010 O60493 P27797 P21333 P20339 Q00610 P61764 Q9UJY5 Q9UJY4 A5D8V6 Q96H20 O75154 Q63HQ0 Q8TAG9 Q02224 Q08209 P84077 P62745 P20340 Q96RF0 Q13596 P25116
15031,,3.16E-73,6.70E-70,198/902 21.9%,756/14306 5.2%,Q16623 P18085 Q9NRW1 Q9UPN3 Q9NRW7 O75382 P61020 Q7L804 Q9UMY4 Q9UK41 P49810 P61026 Q8WUM4 P49815 P27348 Q96QK1 P25963 Q92974 P55957 Q8IWJ2 O00161 P42858 Q9H270 Q7Z6B0 O15400 Q9BUN8 P50395 P56377 O95219 Q8WVM8 P32121 Q9H269 Q96P71 Q12846 Q9H267 P51809 Q8IUD2 P62491 O60784 Q9BRG1 P63104 P61966 P53675 P61619 P26374 P31946 Q9BY43 O75351 Q86VN1 P55735 P31150 Q9H9C1 P60520 Q16543 Q03519 P41743 P62820 Q96FZ7 O95235 O43752 P28482 Q10567 P13667 Q4G0F5 O60645 Q9UEU0 O60763 O00471 Q9Y2T2 P27824 P61106 Q9UL26 Q9UL25 O95249 P53618 Q9UM54 P46459 Q86Y82 Q8WXE9 Q86VS8 O60749 P62330 Q9UNH7 Q6VY07 Q9UBQ0 Q9H9H4 Q15363 P61006 Q9UK23 Q9BY84 P51572 O94973 Q8NEZ2 P31749 P14625 O75674 O43747 Q13191 Q9BXF6 Q13190 Q96ED9 Q99816 O14653 O94979 Q92624 Q96L92 Q9UPV9 Q13636 P04637 Q7Z3U7 Q9H444 O95271 Q99767 Q99523 O14828 O96018 Q8N612 Q6WKZ4 Q7Z3T8 O95166 P46934 Q9HD26 P12270 O15126 Q96CW1 P49407 Q15036 P60468 Q15276 P49768 Q9Y5W8 Q9UN37 P52294 O75886 O00560 P29590 P30101 Q96CV9 Q00535 Q9NZQ3 Q9Y5X1 Q15286 P61204 Q9Y5X3 P49754 Q7Z3C6 P01137 O14964 Q99747 P42566 Q9NSC5 O15155 Q6UWE0 P12004 P54920 O43707 O14617 Q96T51 Q92783 Q9UBN7 Q9H9S3 P53680 Q9P253 P41182 O00189 P51148 Q86YS3 P51149 O14908 Q96AX1 P55072 P05412 O95405 Q9NP78 Q15629 Q9NP79 P51159 O60499 P63010 O60493 P27797 P20339 Q00610 P61764 Q9UJY5 Q9UJY4 A5D8V6 Q96H20 O75154 Q63HQ0 Q8TAG9 Q08209 P84077 P62745 P20340 Q96RF0 Q13596 P25116
16192,,1.08E-71,1.53E-68,173/902 19.1%,590/14306 4.1%,Q15811 P98155 Q16623 Q9UPV9 Q13636 Q9P0V3 P18085 Q9NRW1 Q7Z3U7 Q9NRW7 Q9P0N8 Q99523 P62993 O14828 Q96RU3 O15357 P49815 Q96QK1 P07996 P01112 O15118 Q8N612 O75379 Q7Z3T8 Q8IWJ2 P46934 O00161 P42858 Q9HD26 O15126 Q96CW1 O15400 P06396 P05067 P49407 Q15036 Q15276 O60291 P49768 P56377 O95219 Q15836 Q9UN37 Q8WVM8 Q15438 P32121 Q12846 Q9Y6I3 Q96CV9 Q9H267 P51809 Q8IUD2 O00291 O60784 O60664 Q00535 Q15286 O15533 P61204 P21980 P49754 Q92673 P63104 O14964 P61966 Q99747 P42566 P53675 P11717 P01130 Q14114 O15155 O43426 P35222 Q6UWE0 O75351 O75197 P55735 P54920 O14617 Q07954 Q96T51 Q9H9C1 P60520 P41743 P62820 Q13671 O95235 O43752 P53680 Q10567 Q96B97 O00189 P10276 O75581 P51149 O60645 Q9UEU0 O60763 Q99961 O00471 P02649 Q96AX1 Q9Y2T2 Q16555 P55072 P61106 Q13286 Q9UL26 O95405 O95249 P53618 P51159 Q05086 O75061 P11142 P20645 O60499 P63010 Q15075 Q8WYP3 O60493 Q9UM54 P46459 P21333 Q05193 Q8TEY7 Q86Y82 Q9UPT6 Q86VS8 O60749 P62330 P40222 Q8NFT8 P20339 Q9UQF2 Q96Q42 Q6VY07 Q00610 Q15363 P61006 P61764 Q9UJY5 Q9UJY4 P02786 Q15642 Q13501 P30533 P51572 Q14677 P51693 O94973 O75436 Q96NW4 P37840 O00499 O75154 O43747 Q8TAG9 O14939 P84077 Q13190 P62745 Q96ED9 Q9NZN4 P20340 O14653 O94979 Q13596 Q99418 Q9H4M9 Q8TBA6 P06576
8104,,1.76E-71,1.87E-68,217/902 24.0%,921/14306 6.4%,Q16623 P18085 Q9NRW1 Q9UPN3 Q9NRW7 O75382 P61020 Q7L804 Q9UMY4 Q9UK41 P49810 P61026 Q8WUM4 P49815 P27348 Q96QK1 P25963 Q92974 P55957 Q8IWJ2 O00161 P42858 Q9H270 Q7Z6B0 O15400 Q92845 Q9BUN8 P50395 P56377 O95219 Q8WVM8 P32121 Q9H269 Q96P71 Q12846 Q9H267 P51809 Q8IUD2 P62491 O60784 Q9BRG1 P63104 P61966 P53675 P61619 P26374 P31946 Q9BY43 Q14118 O75351 Q86VN1 P55735 P31150 Q9H9C1 P60520 Q16543 Q03519 P41743 P62820 Q96FZ7 O95235 O43752 P28482 Q10567 P13667 Q4G0F5 O60645 Q9UEU0 O60763 O00471 Q9Y2T2 P27824 P61106 Q9UL26 Q9UL25 O95249 P53618 P18206 Q9UM54 P46459 Q86Y82 Q9H2K2 Q8WXE9 Q86VS8 O60749 P62330 Q9UNH7 P60033 Q6VY07 Q9UBQ0 Q9H9H4 Q15363 P61006 O14640 Q9UK23 Q13501 Q9BY84 P51572 O94973 Q8NEZ2 P31749 P14625 O75674 O43747 Q13191 Q9BXF6 Q13190 Q96ED9 Q99816 O14653 O94979 Q92624 Q96L92 Q9UPV9 Q13636 P04637 Q7Z3U7 Q9H444 O95271 Q99767 P41134 Q99523 O14828 O96018 Q8N612 Q6WKZ4 Q7Z3T8 O95166 P46934 Q9HD26 P12270 O15126 Q96CW1 P49407 Q15036 P60468 Q15276 P49768 Q9Y5W8 Q9UN37 P52294 O75886 O00560 P29590 P30101 Q96CV9 Q00535 P35241 Q9NZQ3 Q9Y5X1 Q15286 P61204 Q9Y5X3 P49754 Q7Z3C6 P01137 O14964 Q99747 P42566 Q9NSC5 Q15843 O15155 P35222 Q6UWE0 P12004 P54920 O43707 P41221 O14617 Q96T51 Q92783 Q9UBN7 Q9H9S3 P53680 Q9P253 P41182 O00189 P51148 Q86YS3 P51149 O14908 Q96AX1 P55072 P05412 O95405 Q9NP78 Q15629 Q9NP79 P51159 Q00987 O60499 P63010 O60493 P27797 P21333 Q9UPT6 P15311 P20339 Q96Q42 Q00610 P61764 Q9UJY5 Q9UJY4 A5D8V6 Q13107 Q96H20 O75154 Q63HQ0 Q8TAG9 Q02224 Q08209 P84077 P62745 P20340 Q96RF0 Q13596 P25116
23052,,1.66E-69,1.41E-66,428/902 47.4%,3131/14306 21.8%,Q9H0E2 Q9NRW1 P49023 Q9NRW4 Q9HBH9 P61020 O14786 O14544 P61026 O14543 P49137 P27348 P07996 P28799 P52565 Q9UIQ6 O15530 Q08AM6 P27361 Q12959 P50148 O60333 P42858 P16591 Q92845 P10809 Q59EK9 Q06481 P52333 O75925 P50395 Q12965 Q9NRY4 Q12846 Q06124 Q9NQ66 Q05397 Q8IUD2 P62491 P20936 Q9Y297 P63104 P06400 P05556 P31946 P46089 P49354 P16333 Q8NEU8 Q8IUC6 P31949 P41743 P26006 P08758 Q9UPZ9 P49069 P28482 P51668 O00468 P15056 O14508 P16144 P61224 P61586 O14745 P61106 Q9UL26 Q92529 Q9UL25 P04049 Q9NYA1 P30559 P09619 Q07666 P19784 Q9BZL6 Q9BUB5 Q92882 Q9UM54 Q92888 Q07890 Q9NZD8 P31751 P19634 P62330 P38398 Q92870 P60033 Q07889 Q96MU8 P61006 O14641 O14640 Q92993 Q92997 Q13501 P51452 P51693 Q12772 P29323 Q12778 Q13625 P51692 P31749 P18433 P04150 P06213 P07900 P04637 Q99767 Q96RU8 Q99523 P62993 P13591 P17706 O43283 P62873 P27986 P01112 P25445 O96018 O95166 Q99755 Q99996 P12270 P49407 Q15036 P49768 P01100 Q09472 P49763 O00560 P52735 O00443 Q96CV9 P11388 P11274 Q14192 Q8WU20 Q00535 Q15286 P61204 P01137 O14964 O00459 P26651 P04626 P35222 O00213 Q08499 O75197 O60716 P12004 Q93074 P60484 O95071 Q8TDZ2 Q96S38 O43597 Q96B97 P07948 Q8IXI1 Q8IXI2 P15692 O14908 Q99683 P62834 Q15185 P55072 Q01968 P40763 P05412 P52803 O00750 Q05086 Q92922 P27797 Q15078 Q9UPT6 Q96A54 Q12929 Q8NFT8 Q96Q42 A7KAX9 O14920 P24394 Q12933 P49795 O75159 Q13905 Q5TCQ9 P17612 O14939 Q08209 P51617 A5PKW4 P62745 P25116 Q13115 P36507 Q13114 Q14686 P35659 Q15654 Q16623 Q15418 P18085 P19174 O43559 P13987 P30086 Q9UPN3 Q9Y4K3 O43318 P13861 P49810 Q13480 P49815 Q13485 Q14694 P25963 Q14573 Q13009 P60983 Q15796 Q14344 Q15311 Q9HAU4 Q13131 Q9BUN8 Q16881 Q15797 Q13257 P22681 Q9HBW0 P32121 P32004 Q9Y2I1 Q8TEU7 Q03405 P23528 P47736 Q16539 Q14114 Q9Y6R0 P10586 P51812 Q9UKG1 Q86YT6 Q9Y3L3 P21359 P31150 Q16665 P61978 Q13153 P62820 O43639 P10276 O75581 P10398 Q9Y4G8 P46109 Q02779 Q99961 P02649 Q13283 P23469 Q16555 P46108 Q15464 Q13286 O15294 Q15349 Q9Y4H2 P36894 P35568 P11021 P49841 O15169 Q13177 Q15118 Q9Y5K6 Q86V24 P08069 Q99704 P23443 P60953 P78357 Q9BY84 Q9BX66 O75676 P55011 P38936 Q02750 P37840 P11233 Q13191 P48730 P23458 Q14289 Q99814 Q16584 Q15811 Q96L92 Q13873 P53365 P35813 P98155 Q13636 P12931 Q9H0M0 P22736 P42224 Q06418 P41134 P04083 P46940 P42229 P31689 P78536 Q96QB1 Q02297 Q7Z3T8 P10644 P46934 P46937 P67775 P41240 P06396 P98172 P05067 Q92569 Q9UER7 P34947 Q9P1Z2 P29597 Q9NSB8 P29353 O75888 O94887 P19793 P29590 Q13418 P30101 O43815 Q92793 Q9NZQ3 P17252 P06241 P21980 Q13541 P42566 Q9NSC5 P11717 Q14511 Q13546 Q02156 Q07960 Q9Y6J0 Q9UNE7 P19438 P41221 P20309 P68400 Q05655 Q07954 Q92542 Q92783 Q13671 Q14644 Q13555 O95630 Q13432 Q13315 Q03113 Q16828 P51148 P35613 P78504 P51149 P23508 P63000 P23743 O75509 Q13322 Q13564 Q15628 O95405 Q8IVT5 P30153 P51159 P61073 P61077 Q969W9 P08134 Q8WUH2 Q8WYP3 Q13574 P17081 P21333 O14492 Q8NEB9 P29275 P19235 P20338 P20339 Q9UQF2 P08581 Q15642 Q13464 Q969V5 Q13467 P53355 O15111 P18031 Q9H211 Q9UNA1 P00519 Q07912 Q02224 P84077 P24821 P45983 P20340 P17181 P00750 Q13233 P21796
7165,,8.55E-67,6.05E-64,313/902 34.7%,1878/14306 13.1%,Q9H0E2 Q13115 P36507 Q13114 P35659 Q15654 Q15418 P18085 P19174 Q9NRW1 P49023 O43559 Q9NRW4 Q9Y4K3 Q9HBH9 O43318 P13861 P61020 O14786 O14544 P61026 O14543 P49137 P49815 P27348 Q13485 P07996 P25963 P28799 P52565 Q13009 Q08AM6 P27361 Q12959 P50148 P16591 P60983 Q92845 Q14344 Q15311 Q13131 Q16881 Q59EK9 P52333 O75925 P50395 Q15797 Q13257 Q9HBW0 Q9NRY4 Q06124 Q9NQ66 Q9Y2I1 Q8TEU7 Q8IUD2 Q03405 P62491 P20936 P23528 Q9Y297 P63104 P47736 P06400 Q16539 Q14114 P31946 Q9Y6R0 P46089 P51812 Q9UKG1 Q9Y3L3 Q8NEU8 P21359 Q8IUC6 P31150 P31949 Q16665 P61978 P62820 P08758 Q9UPZ9 P49069 P28482 O43639 O00468 P10276 P10398 Q9Y4G8 P46109 P15056 O14508 Q02779 Q99961 P02649 Q13283 P61224 P61586 Q16555 P46108 Q15464 P61106 Q9UL26 O15294 Q15349 Q92529 Q9UL25 P04049 Q9NYA1 P30559 P09619 Q07666 Q9Y4H2 P35568 Q9BUB5 Q92882 Q13177 Q92888 Q15118 Q07890 Q9Y5K6 P31751 P19634 P62330 P38398 P60033 Q07889 P61006 P08069 O14640 Q99704 Q92997 P23443 P60953 P78357 P51452 Q9BY84 P51693 Q13625 P51692 O75676 P31749 P38936 Q02750 P11233 Q13191 P04150 P48730 P23458 Q14289 Q99814 P06213 Q16584 Q15811 Q96L92 P53365 P98155 P07900 Q13636 P04637 P12931 Q9H0M0 P22736 P42224 Q06418 Q96RU8 P62993 P04083 P46940 O43283 P62873 P27986 P42229 P01112 P25445 Q96QB1 Q7Z3T8 P10644 Q99755 P46937 P67775 Q99996 P12270 P06396 P49407 Q15036 Q9UER7 P49768 P01100 P34947 Q9P1Z2 Q09472 P29597 P29353 P49763 O75888 O94887 O00560 P29590 P52735 P30101 O00443 Q96CV9 P11388 P11274 Q92793 Q8WU20 Q00535 Q9NZQ3 P17252 Q15286 P06241 P61204 P21980 P01137 O14964 Q13541 O00459 P11717 Q14511 P26651 P04626 Q13546 Q02156 O00213 Q08499 O75197 Q07960 P12004 P19438 P41221 P20309 P68400 Q05655 Q92783 Q8TDZ2 Q13671 Q96S38 Q14644 O95630 Q13432 Q13315 O43597 P07948 Q03113 Q16828 P51148 Q8IXI1 Q8IXI2 P51149 P23508 Q99683 P63000 P62834 Q15185 Q01968 O75509 P40763 P05412 Q13322 Q13564 Q15628 Q8IVT5 O00750 P30153 P51159 P61073 P08134 Q8WUH2 Q8WYP3 Q13574 P17081 P21333 O14492 Q9UPT6 Q8NEB9 P29275 Q12929 P19235 P20338 P20339 Q9UQF2 P08581 A7KAX9 O14920 Q15642 Q13464 Q969V5 P24394 Q13467 P53355 O15111 Q12933 P49795 O75159 P18031 Q13905 Q9H211 P17612 Q9UNA1 P00519 O14939 Q07912 Q02224 P51617 P84077 A5PKW4 P62745 P24821 P45983 P20340 P17181 Q13233 P25116
23033,,3.08E-66,1.87E-63,333/902 36.9%,2100/14306 14.6%,Q9H0E2 Q13115 P36507 Q14686 Q15654 Q15418 P18085 Q9NRW1 P49023 O43559 P13987 Q9NRW4 Q9UPN3 Q9Y4K3 Q9HBH9 O43318 P13861 P61020 P49810 O14544 P61026 Q13480 O14543 P49137 P49815 P27348 Q13485 Q14694 P07996 P25963 Q14573 P52565 Q13009 O15530 P27361 P50148 P42858 P16591 Q15796 Q14344 Q15311 Q9HAU4 P10809 Q13131 Q9BUN8 Q59EK9 Q06481 P52333 O75925 Q15797 Q12965 P22681 Q9HBW0 P32121 Q06124 P32004 Q9Y2I1 Q05397 Q8TEU7 Q8IUD2 P62491 P20936 P23528 Q9Y297 P06400 P05556 Q16539 Q14114 P31946 Q9Y6R0 P46089 P49354 P10586 P51812 Q9UKG1 Q86YT6 P16333 P21359 Q8IUC6 P31150 P41743 Q13153 P62820 P26006 Q9UPZ9 P49069 P28482 P51668 O43639 O00468 P10276 O75581 P10398 Q9Y4G8 P46109 P15056 O14508 Q02779 P16144 P02649 Q13283 P23469 P61224 P61586 O14745 P61106 Q13286 Q9UL26 Q15349 Q92529 Q9UL25 P04049 Q9NYA1 P30559 P09619 Q07666 Q9Y4H2 P19784 P36894 P35568 Q9BZL6 P11021 Q9BUB5 P49841 O15169 Q9UM54 Q92888 Q15118 Q07890 Q9NZD8 P31751 Q86V24 P19634 P62330 P38398 Q92870 P60033 Q07889 Q96MU8 P61006 O14641 P08069 O14640 Q92993 Q99704 Q92997 P23443 P60953 Q13501 P51452 Q9BY84 P51693 Q12772 P29323 Q12778 Q9BX66 P51692 O75676 P31749 P55011 P38936 Q02750 P18433 P11233 Q13191 P48730 P23458 Q14289 P06213 Q16584 Q15811 Q13873 P53365 P35813 Q13636 P04637 P12931 P42224 Q96RU8 P41134 Q99523 P62993 P13591 P04083 P17706 O43283 P62873 P27986 P42229 P01112 O96018 P31689 P78536 Q02297 Q7Z3T8 P10644 P46934 P46937 P67775 P41240 P06396 P05067 Q92569 Q9UER7 P49768 P01100 P34947 Q9P1Z2 Q09472 P29597 Q9NSB8 P29353 O94887 O00560 P19793 P29590 P52735 Q13418 O00443 O43815 P11388 Q14192 Q8WU20 Q00535 P17252 Q15286 P06241 P61204 P21980 P01137 Q13541 P42566 Q9NSC5 Q14511 P26651 P04626 Q13546 P35222 Q02156 O75197 Q07960 O60716 Q9Y6J0 P12004 Q9UNE7 Q93074 P19438 P41221 P20309 P68400 P60484 O95071 Q05655 Q07954 Q92542 Q14644 O95630 Q13315 Q03113 Q16828 P51148 P35613 P78504 Q8IXI1 Q8IXI2 P51149 P23508 P15692 O14908 Q99683 P63000 P62834 P23743 Q15185 P55072 P40763 P05412 Q13322 Q13564 Q15628 O95405 Q8IVT5 O00750 P30153 P51159 Q05086 P61073 P61077 Q969W9 P08134 Q8WUH2 Q8WYP3 Q92922 Q13574 P17081 P27797 Q15078 P21333 O14492 Q9UPT6 Q96A54 Q8NEB9 P29275 Q12929 P20338 Q8NFT8 P20339 Q9UQF2 P08581 O14920 Q13464 Q969V5 Q13467 P53355 O15111 Q12933 P49795 O75159 Q13905 Q5TCQ9 P17612 P00519 O14939 Q07912 P51617 P84077 P62745 P45983 P20340 P17181 P00750 Q13233 P25116
23046,,1.65E-65,7.80E-63,337/902 37.3%,2157/14306 15.0%,Q9H0E2 Q13115 P36507 Q13114 P35659 Q15654 Q16623 Q15418 P18085 P19174 Q9NRW1 P49023 O43559 Q9NRW4 P30086 Q9Y4K3 Q9HBH9 O43318 P13861 P61020 O14786 O14544 P61026 O14543 P49137 P49815 P27348 Q13485 P07996 P25963 P28799 P52565 Q13009 Q08AM6 P27361 Q12959 P50148 O60333 P42858 P16591 P60983 Q15796 Q92845 Q14344 Q15311 Q13131 Q16881 Q59EK9 P52333 O75925 P50395 Q15797 Q13257 Q9HBW0 Q9NRY4 Q12846 Q06124 Q9NQ66 Q9Y2I1 Q05397 Q8TEU7 Q8IUD2 Q03405 P62491 P20936 P23528 Q9Y297 P63104 P47736 P06400 Q16539 Q14114 P31946 Q9Y6R0 P46089 P49354 P10586 P51812 Q9UKG1 Q9Y3L3 Q8NEU8 P21359 Q8IUC6 P31150 P31949 Q16665 P61978 P62820 P08758 Q9UPZ9 P49069 P28482 O43639 O00468 P10276 P10398 Q9Y4G8 P46109 P15056 O14508 Q02779 Q99961 P02649 Q13283 P61224 P61586 Q16555 P46108 Q15464 P61106 Q13286 Q9UL26 O15294 Q15349 Q92529 Q9UL25 P04049 Q9NYA1 P30559 P09619 Q07666 Q9Y4H2 P35568 Q9BUB5 Q92882 Q13177 Q9UM54 Q92888 Q15118 Q07890 Q9Y5K6 P31751 P19634 P62330 P38398 P60033 Q07889 P61006 P08069 O14640 Q99704 Q92997 P23443 P60953 P78357 P51452 Q9BY84 P51693 Q13625 P51692 O75676 P31749 P38936 Q02750 P37840 P11233 Q13191 P04150 P48730 P23458 Q14289 Q99814 P06213 Q16584 Q15811 Q96L92 P53365 P98155 P07900 Q13636 P04637 P12931 Q9H0M0 Q99767 P22736 P42224 Q06418 Q96RU8 P62993 P04083 P46940 O43283 P62873 P27986 P42229 P01112 P25445 O96018 Q96QB1 Q7Z3T8 P10644 O95166 Q99755 P46937 P67775 Q99996 P12270 P06396 P05067 P49407 Q15036 Q9UER7 P49768 P01100 P34947 Q9P1Z2 Q09472 P29597 P29353 P49763 O75888 O94887 O00560 P29590 P52735 Q13418 P30101 O00443 Q96CV9 P11388 P11274 Q92793 Q8WU20 Q00535 Q9NZQ3 P17252 Q15286 P06241 P61204 P21980 P01137 O14964 Q13541 O00459 P11717 Q14511 P26651 P04626 Q13546 P35222 Q02156 O00213 Q08499 O75197 Q07960 P12004 P19438 P41221 P20309 P68400 Q05655 Q92783 Q8TDZ2 Q13671 Q96S38 Q14644 Q13555 O95630 Q13432 Q13315 O43597 P07948 Q03113 Q16828 P51148 Q8IXI1 Q8IXI2 P51149 P23508 O14908 Q99683 P63000 P62834 Q15185 Q01968 O75509 P40763 P05412 Q13322 Q13564 Q15628 Q8IVT5 O00750 P30153 P51159 P61073 P08134 Q8WUH2 Q8WYP3 Q13574 P17081 P21333 O14492 Q9UPT6 Q8NEB9 P29275 Q12929 P19235 P20338 P20339 Q9UQF2 Q96Q42 P08581 A7KAX9 O14920 Q15642 Q13464 Q969V5 P24394 Q13467 P53355 O15111 Q12933 P49795 O75159 P18031 Q13905 Q9H211 P17612 Q9UNA1 P00519 O14939 Q07912 Q02224 Q08209 P51617 P84077 A5PKW4 P62745 P24821 P45983 P20340 P17181 P00750 Q13233 P25116 P21796
23060,,1.65E-65,7.80E-63,337/902 37.3%,2157/14306 15.0%,Q9H0E2 Q13115 P36507 Q13114 P35659 Q15654 Q16623 Q15418 P18085 P19174 Q9NRW1 P49023 O43559 Q9NRW4 P30086 Q9Y4K3 Q9HBH9 O43318 P13861 P61020 O14786 O14544 P61026 O14543 P49137 P49815 P27348 Q13485 P07996 P25963 P28799 P52565 Q13009 Q08AM6 P27361 Q12959 P50148 O60333 P42858 P16591 P60983 Q15796 Q92845 Q14344 Q15311 Q13131 Q16881 Q59EK9 P52333 O75925 P50395 Q15797 Q13257 Q9HBW0 Q9NRY4 Q12846 Q06124 Q9NQ66 Q9Y2I1 Q05397 Q8TEU7 Q8IUD2 Q03405 P62491 P20936 P23528 Q9Y297 P63104 P47736 P06400 Q16539 Q14114 P31946 Q9Y6R0 P46089 P49354 P10586 P51812 Q9UKG1 Q9Y3L3 Q8NEU8 P21359 Q8IUC6 P31150 P31949 Q16665 P61978 P62820 P08758 Q9UPZ9 P49069 P28482 O43639 O00468 P10276 P10398 Q9Y4G8 P46109 P15056 O14508 Q02779 Q99961 P02649 Q13283 P61224 P61586 Q16555 P46108 Q15464 P61106 Q13286 Q9UL26 O15294 Q15349 Q92529 Q9UL25 P04049 Q9NYA1 P30559 P09619 Q07666 Q9Y4H2 P35568 Q9BUB5 Q92882 Q13177 Q9UM54 Q92888 Q15118 Q07890 Q9Y5K6 P31751 P19634 P62330 P38398 P60033 Q07889 P61006 P08069 O14640 Q99704 Q92997 P23443 P60953 P78357 P51452 Q9BY84 P51693 Q13625 P51692 O75676 P31749 P38936 Q02750 P37840 P11233 Q13191 P04150 P48730 P23458 Q14289 Q99814 P06213 Q16584 Q15811 Q96L92 P53365 P98155 P07900 Q13636 P04637 P12931 Q9H0M0 Q99767 P22736 P42224 Q06418 Q96RU8 P62993 P04083 P46940 O43283 P62873 P27986 P42229 P01112 P25445 O96018 Q96QB1 Q7Z3T8 P10644 O95166 Q99755 P46937 P67775 Q99996 P12270 P06396 P05067 P49407 Q15036 Q9UER7 P49768 P01100 P34947 Q9P1Z2 Q09472 P29597 P29353 P49763 O75888 O94887 O00560 P29590 P52735 Q13418 P30101 O00443 Q96CV9 P11388 P11274 Q92793 Q8WU20 Q00535 Q9NZQ3 P17252 Q15286 P06241 P61204 P21980 P01137 O14964 Q13541 O00459 P11717 Q14511 P26651 P04626 Q13546 P35222 Q02156 O00213 Q08499 O75197 Q07960 P12004 P19438 P41221 P20309 P68400 Q05655 Q92783 Q8TDZ2 Q13671 Q96S38 Q14644 Q13555 O95630 Q13432 Q13315 O43597 P07948 Q03113 Q16828 P51148 Q8IXI1 Q8IXI2 P51149 P23508 O14908 Q99683 P63000 P62834 Q15185 Q01968 O75509 P40763 P05412 Q13322 Q13564 Q15628 Q8IVT5 O00750 P30153 P51159 P61073 P08134 Q8WUH2 Q8WYP3 Q13574 P17081 P21333 O14492 Q9UPT6 Q8NEB9 P29275 Q12929 P19235 P20338 P20339 Q9UQF2 Q96Q42 P08581 A7KAX9 O14920 Q15642 Q13464 Q969V5 P24394 Q13467 P53355 O15111 Q12933 P49795 O75159 P18031 Q13905 Q9H211 P17612 Q9UNA1 P00519 O14939 Q07912 Q02224 Q08209 P51617 P84077 A5PKW4 P62745 P24821 P45983 P20340 P17181 P00750 Q13233 P25116 P21796
